"iatRace","cgatRace","satRace","ampRace","prfWhtBlk","eItmWhtBlk","ewhtblk","mrs"
NA,NA,NA,0.229749068024757,1.55804695601,0.158601612339089,1.37817986176993,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-0.20651940677628
NA,NA,NA,NA,NA,0.636420675873013,NA,NA
NA,1.53030476841617,NA,NA,NA,NA,NA,-0.757862996620447
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.168942523296346,NA,NA,NA,NA,NA,NA,0.712386576370843
NA,0.901222694385781,NA,NA,NA,NA,NA,-0.20651940677628
NA,NA,-1.17205062307902,NA,0.585198182624233,NA,0.254888219878727,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.09582143657299,NA,NA,-1.0795210930028,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-2.68140416187936,-2.89922576971434,-2.30822227843379,NA,-0.387650590761531,-0.478490471735716,-0.306757601066876,-1.12542538981313
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,0.344824183067886
NA,NA,-1.24323355552306,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,0.295564576808777,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1.11423973969363,NA,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,-0.637763493232237,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.341035721262592,NA,NA,-0.518405310346551,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,NA,NA,NA,NA,NA,-0.20651940677628
NA,NA,NA,-0.144328118916434,NA,NA,NA,NA
NA,NA,NA,0.229749068024757,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,-0.159944429698314,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.268750851916073,-0.691819892998854,NA,NA,NA,-0.159944429698314,NA,NA
NA,NA,NA,-0.144328118916434,NA,NA,NA,-0.0227382101248018
NA,NA,NA,NA,-1.3604993641473,NA,-1.43004924295808,NA
NA,NA,NA,NA,NA,0.158601612339089,NA,NA
NA,NA,NA,0.977903445049387,NA,NA,NA,NA
1.29186179041879,NA,NA,NA,NA,-1.27485557826268,NA,-0.20651940677628
NA,NA,NA,NA,NA,NA,NA,NA
-0.0684559441138445,-0.329473094861322,NA,0.416787662393138,-0.387650590761531,0.795693697369533,-0.306757601066876,-0.39030060331749
NA,NA,NA,NA,NA,-0.637763493232237,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,0.161042986526676
NA,NA,-1.13901483308721,NA,NA,NA,NA,-1.12542538981313
NA,-1.15345525227138,NA,1.16494203896887,NA,NA,NA,NA
NA,NA,NA,0.0427104723096986,NA,NA,NA,NA
NA,0.848546612988914,NA,0.229749068024757,-0.387650590761531,NA,-0.306757601066876,-0.757862996620447
NA,NA,0.109879053233474,0.416787662393138,NA,NA,NA,NA
NA,-0.358389951165001,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.331139413811232,-0.97464430067575,-0.892482497287741,NA,NA,NA,-0.20651940677628
NA,NA,NA,NA,-0.387650590761531,NA,-2.55334088484929,-0.39030060331749
0.162528641682391,NA,NA,NA,0.585198182624233,0.954966718579362,0.81653404082433,NA
NA,-0.137138630734146,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.229749068024757,NA,NA,NA,NA
NA,-1.83990758918965,NA,-0.144328118916434,NA,NA,NA,NA
0.0363040837935822,0.00980991795139056,NA,NA,NA,NA,NA,NA
NA,NA,-1.02483213185384,NA,NA,-1.27485557826268,NA,NA
NA,0.154614308449575,NA,-1.45359827994399,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.34869064241474,NA,NA,0.0427104723096986,NA,0.636420675873013,NA,2.36641734590334
NA,NA,NA,NA,-0.387650590761531,-0.319217451194834,-0.306757601066876,NA
NA,NA,NA,NA,NA,-2.38976672587141,NA,-0.941644193161656
NA,NA,NA,NA,NA,NA,NA,-0.39030060331749
NA,NA,NA,0.416787662393138,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-1.35110628754878,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,2.14836767230514,NA,0.229749068024757,0.585198182624233,0.158601612339089,0.254888219878727,-1.12542538981313
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,-0.306757601066876,NA
-0.862766099687738,-1.26330927949865,NA,NA,NA,NA,NA,NA
NA,NA,-0.253752673017574,0.977903445049387,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,NA,NA,1.55804695601,NA,1.37817986176993,NA
NA,NA,0.0120605897695101,NA,NA,0.795693697369533,NA,1.81507375605918
-1.61646311337407,NA,-0.648871349211647,NA,NA,NA,NA,NA
NA,1.2217827698762,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,-1.3604993641473,NA,-1.43004924295808,NA
NA,NA,0.788988394768467,NA,NA,NA,1.37817986176993,NA
NA,NA,NA,-1.64063687565905,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1.48563746714649,NA,NA,NA,NA,NA
NA,NA,1.11872035919235,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.85010571752498,NA,NA,NA,-0.387650590761531,NA,0.254888219878727,NA
NA,NA,NA,NA,NA,-0.319217451194834,NA,NA
NA,NA,NA,0.416787662393138,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,0.501406550442045,NA,0.603826256312626,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.419312277565214,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.670348625770035,NA,NA,NA,NA,NA,NA,NA
NA,0.495899939481936,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.795497839724233,NA,NA,-0.478490471735716,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,-2.24856939511733,NA,NA,-0.637763493232237,NA,NA
NA,NA,NA,NA,0.585198182624233,NA,0.254888219878727,NA
0.341422011837083,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.522833014320677,NA,NA,NA,NA,NA,NA
-0.853616358200941,0.713812073117892,NA,0.0427104723096986,-0.387650590761531,NA,-0.306757601066876,NA
-0.807359943972076,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.67850893122067,-1.03732830481649,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.0427104723096986,NA,NA,NA,NA
NA,NA,NA,NA,NA,-0.000671408201793112,NA,-0.941644193161656
1.41151649120113,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,NA,NA,NA,NA,NA,-0.0227382101248018
NA,NA,1.0331963478793,-1.26655968422893,NA,NA,NA,-0.39030060331749
NA,NA,NA,NA,NA,NA,NA,NA
-0.595845061959539,NA,NA,NA,NA,-0.319217451194834,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,0.647503310455639,NA,-1.45359827994399,NA,NA,NA,NA
NA,NA,NA,-1.45359827994399,NA,NA,NA,NA
NA,NA,-1.0091370322039,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,-1.27485557826268,NA,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,NA,NA,NA,NA,NA,-1.12542538981313
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,0.965189838571802,NA,NA,NA,0.636420675873013,NA,0.712386576370843
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,0.678580365728923,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.636420675873013,NA,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,-2.41284022481463,NA,NA,NA,NA,NA,-1.12542538981313
0.43860545945741,NA,NA,NA,0.585198182624233,NA,0.81653404082433,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-0.941644193161656
NA,0.278345219701637,NA,NA,NA,0.795693697369533,NA,-1.12542538981313
NA,NA,-0.997807421424552,NA,NA,NA,NA,NA
NA,0.52519829895768,NA,NA,NA,-0.159944429698314,NA,NA
NA,NA,-0.101224561800533,0.603826256312626,NA,NA,NA,NA
NA,NA,NA,NA,NA,-0.478490471735716,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,0.496126176079225,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.229749068024757,NA,NA,NA,NA
-0.286716759217593,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.47714765533213,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.158601612339089,NA,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,-0.39030060331749
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,0.161042986526676
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0.564591598988397,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.615996323948028,NA,-0.73741978448556,NA,NA,-0.924454931352591,NA,0.344824183067886
NA,NA,NA,NA,NA,NA,NA,0.712386576370843
NA,NA,NA,NA,NA,NA,NA,1.07994896956353
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.786770390714161,NA,1.55804695601,NA,0.81653404082433,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,0.699864364000984,NA,NA,NA,NA,NA,0.896167772912053
NA,NA,NA,NA,NA,0.47714765533213,NA,NA
NA,NA,-0.923866773078543,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.31787463383561,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,0.30702202775198,0.526327467779373,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-1.12542538981313
NA,NA,NA,NA,NA,NA,NA,0.528605379719365
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0.100890988250331,NA,NA,0.47714765533213,NA,-0.39030060331749
NA,NA,NA,-0.331366714631492,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-0.757862996620447
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1.55804695601,NA,0.254888219878727,NA
1.99666831337389,NA,NA,NA,2.53089572939576,NA,1.93982568271553,NA
NA,NA,NA,NA,NA,-0.478490471735716,NA,NA
NA,NA,NA,-1.0795210930028,NA,NA,NA,-1.12542538981313
NA,NA,NA,NA,NA,NA,NA,NA
-0.580112515206365,NA,2.04303685303077,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,-0.144328118916434,NA,NA,NA,0.712386576370843
NA,NA,NA,NA,0.585198182624233,NA,0.254888219878727,NA
NA,1.25084182484322,NA,NA,NA,-0.159944429698314,NA,NA
NA,NA,NA,NA,NA,0.47714765533213,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.603826256312626,NA,NA,-0.868403422012478,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,0.455352254939697,NA,NA,NA,NA,NA,NA
NA,0.649179713660076,NA,NA,NA,NA,NA,NA
NA,NA,-0.947569802730108,NA,NA,NA,NA,-0.0227382101248018
NA,NA,NA,-0.518405310346551,NA,NA,NA,-1.12542538981313
NA,NA,NA,NA,NA,NA,NA,NA
1.01692939083457,NA,NA,-0.144328118916434,-0.387650590761531,NA,-0.306757601066876,0.344824183067886
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-0.941644193161656
NA,NA,-0.153090528664926,NA,NA,NA,NA,NA
NA,NA,NA,1.16494203896887,NA,NA,NA,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.868403422012478,NA
NA,NA,NA,NA,0.585198182624233,NA,0.254888219878727,NA
NA,-1.0925912511195,NA,0.416787662393138,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.78593906721674,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,-0.159944429698314,NA,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,NA,NA,0.585198182624233,NA,-0.306757601066876,NA
NA,NA,NA,NA,0.585198182624233,2.06987786676147,0.254888219878727,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.09180718467274,NA,NA,NA,NA,-1.11558255676616,NA,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,-1.0795210930028,NA,0.954966718579362,NA,NA
NA,NA,NA,NA,-3.30619691091882,-0.637763493232237,-1.99169506390368,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,-0.67365523041635,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.846896622409879,NA,NA,NA,NA,0.158601612339089,NA,NA
NA,-1.15251451638076,NA,NA,NA,NA,NA,NA
0.205654501931913,NA,NA,NA,NA,NA,NA,0.528605379719365
NA,NA,NA,NA,NA,NA,NA,NA
-0.38982369664938,NA,NA,NA,NA,NA,NA,-0.20651940677628
NA,NA,NA,NA,NA,0.31787463383561,NA,NA
NA,NA,NA,NA,NA,NA,NA,0.161042986526676
-1.56327948606836,0.160915701836287,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0.585198182624233,NA,0.81653404082433,NA
NA,NA,NA,NA,NA,NA,NA,NA
1.22352156235622,NA,NA,NA,NA,NA,NA,3.65288572213288
NA,NA,NA,NA,NA,0.158601612339089,NA,NA
NA,-0.838811424147155,-1.84527077707602,-0.892482497287741,-0.387650590761531,-0.478490471735716,-0.306757601066876,0.896167772912053
-0.279042862339709,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.31787463383561,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0.414817854940613,NA,1.55804695601,-0.637763493232237,1.37817986176993,NA
NA,-1.51138229790958,NA,NA,NA,-2.07122068383401,NA,NA
-0.647735417209146,NA,NA,NA,NA,NA,NA,NA
-1.967067507885,NA,NA,NA,NA,NA,NA,NA
NA,NA,1.88287639823219,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.60461242870841,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,-0.705443901572683,NA,NA,NA,NA
NA,NA,NA,0.416787662393138,0.585198182624233,NA,0.81653404082433,-0.0227382101248018
NA,-1.68557295777744,NA,NA,NA,NA,NA,NA
NA,NA,NA,1.35198063333726,NA,0.795693697369533,NA,NA
0.253579319796969,NA,NA,NA,NA,NA,NA,NA
NA,0.38513358768093,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,-0.638158235950452,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0.585198182624233,NA,0.254888219878727,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.13734646701005,0.603826256312626,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.732672307279039,NA,NA,0.795693697369533,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.653187099650025,NA,0.229749068024757,NA,NA,NA,NA
-1.66146452807869,NA,-1.19428303573079,-0.705443901572683,NA,0.47714765533213,NA,NA
NA,NA,-0.81990370053922,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0.585198182624233,NA,0.81653404082433,1.81507375605918
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,1.01277726397309,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,1.10375653612602,NA,-0.144328118916434,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,-1.01949727550157,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-1.23014422463368,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
-1.7472303982368,NA,NA,NA,-1.3604993641473,NA,-0.868403422012478,NA
NA,NA,NA,0.0427104723096986,NA,NA,NA,NA
NA,1.8931802452419,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1.16494203896887,NA,NA,NA,-1.12542538981313
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1.74690209700885,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.62520005618844,-3.23146733693381,NA,NA,1.43278578211329,NA,NA
NA,NA,NA,NA,NA,-0.637763493232237,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.2381434824283,NA,NA,-0.518405310346551,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.416787662393138,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,-0.95630953526964,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.416787662393138,NA,NA,NA,-0.39030060331749
NA,1.08419457640451,1.34202628626162,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.40241020674155,NA,NA,NA,NA,NA,NA,NA
NA,0.722909470537578,NA,NA,NA,NA,NA,NA
-1.07335443766359,NA,0.777599243649947,NA,-0.387650590761531,NA,0.81653404082433,1.81507375605918
NA,-0.644901100077679,NA,NA,0.585198182624233,NA,-0.306757601066876,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.0088632939038056,-0.705443901572683,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.670666424747752,NA,NA,0.0427104723096986,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.243432353722409,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0.804903099719273,-0.705443901572683,NA,-0.159944429698314,NA,-1.12542538981313
NA,NA,NA,NA,2.53089572939576,NA,1.37817986176993,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,2.91776093574751
NA,NA,NA,NA,NA,NA,NA,-0.20651940677628
-2.40285341625061,NA,NA,NA,NA,NA,NA,NA
-0.885638307038585,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,-0.387650590761531,NA,-0.306757601066876,NA
NA,1.50633805134629,NA,NA,1.55804695601,NA,2.50147150366114,-0.757862996620447
-0.588973091949565,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,-1.11558255676616,NA,1.26373016621501
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.435212565200816,NA,NA,-0.797036514728758,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,-0.478490471735716,NA,-0.941644193161656
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,0.967465978759357,0.140972021000549,0.790864850681006,0.585198182624233,0.31787463383561,0.81653404082433,0.161042986526676
NA,NA,NA,NA,NA,NA,NA,-0.0227382101248018
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.229749068024757,NA,NA,NA,NA
NA,-0.51894681570029,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
